"id","target","f0","f1","f2","f3","f5","f6","f7","f9","f10","f11","f13","f14","f15","f16","f18","f19","f20","f22","f23","f24"
19399,0,1019.4,37,5.0201,5.2,3,20,0,0,1,11.9,0,7,13,10.2,0,1017.8,7,2.6,55,92
19400,1,1003.3,34,5.0205,8.7,0.1,43,17,1,2.4,10.1,6.6,7,15,9.3,8,1005.9,7,7.5,59,97
19401,0,1014.9,1,5.028,19.7,10.8,43,19,0,8,31.8,0,1,15,30.1,4,1012,1,13.7,40,59
19402,0,1011,24,5.017,27.1,10.1,44,15,0,6.8,35.5,0,7,13,33.6,8,1007.8,2,21.7,42,63
19403,0,1017.9,10,5.0078,12.6,10.8,39,11,0,4,22,0,1,22,21.5,4,1013.7,1,3.7,40,59
19404,0,1009.1,24,5.0216,30.4,6.9,78,2,0,15,39.3,0,8,19,36.9,11,1007.2,8,26.7,40,26
19405,1,1014.6,35,5.0154,9.8,0,69,17,0,2.6,19.6,0.2,8,35,14.2,4,1010.8,8,6,60,84
19406,0,1014.6,17,5.0181,16.5,9.6,57,17,0,4,22.8,0,6,24,21.7,11,1014.6,4,12.6,39,58
19407,1,1016.2,7,5.0098,16,7.1,46,24,0,2.2,19.4,0.2,1,22,18.6,5,1013.5,7,13.3,62,84
19408,0,1020.4,48,5.0293,11.4,2.3,20,11,0,3,17.4,0,7,4,17,7,1019.3,8,4.6,40,58
19409,0,1013.4,5,5.0201,28.5,10.8,46,17,0,9.4,34.2,0,1,22,33.3,9,1009.5,1,22.5,37,60
19410,0,1016.3,10,5.015,7.2,6.4,41,0,0,0.8,15.6,0,2,20,13.8,8,1014,1,2.8,47,96
19411,0,1025.4,9,5.0246,5.4,2.6,30,4,0,0.8,13.6,0.4,7,13,12.8,12,1023.8,7,2.8,60,99
19412,0,1009.7,10,5.0181,23.4,4.4,41,6,0,5.4,35.1,0,7,19,25.4,6,1006.6,2,17.3,61,67
19413,0,1004.6,17,5.0169,13,6.9,48,9,0,5.8,19.7,0,3,20,17.8,5,1000.4,7,11.2,53,69
19414,0,1013.3,18,5.0269,29.7,11.6,52,17,0,9.6,35.6,0,2,33,28.4,4,1008.4,0,17,43,17
19415,0,1016.1,13,5.0261,23.4,12.4,48,9,0,6.8,33,0,5,9,30.6,10,1014.1,0,13.6,50,49
19416,0,1023.6,45,5.0228,14.1,0.9,28,17,0,6.6,21.7,0,7,13,20.6,7,1021.4,6,5.9,43,54
19417,1,1015,32,5.0164,10,0.5,43,9,0,1.6,11.5,0.2,7,19,10.1,12,1010,7,9.6,42,86
19418,0,1020.3,32,5.019,18.2,1.3,24,9,0,5.8,28.1,0,5,11,25.1,8,1017.4,2,15.1,50,68
19419,0,1016.2,44,5.0232,9.9,10.1,61,31,0,3.6,15.9,0,6,44,14.6,7,1015.8,1,8,37,54
19420,1,1011.1,1,5.0154,16.1,7.5,76,17,0,5,29.6,0,6,39,28.4,7,1001.6,1,6.7,37,53
19421,0,1012.4,5,5.0134,28.8,2.1,26,7,0,8,32.6,0,6,13,29.2,5,1009.3,7,26.3,64,75
19422,0,1022.5,16,5.0241,18.3,10.4,41,11,0,6.8,28.5,0,2,11,27.5,12,1018.6,4,13.4,40,44
19423,0,1034.1,47,5.0171,9.4,0.1,20,0,0,1.4,12.4,0.2,8,0,12.1,11,1031.6,7,6.9,64,86
19424,0,1007.6,20,5.0108,22,8.3,57,20,0,11.8,25.6,0,5,30,23.9,12,1007.5,7,20.6,54,71
19425,0,1018.1,4,5.0311,21.7,11.5,52,33,0,16.4,28.5,0,0,19,27,0,1014.4,2,19,38,21
19426,1,1007.4,41,5.0142,26.7,3.6,33,0,1,5,29.8,17.6,7,22,28.6,7,1003.5,7,23.2,64,82
19427,0,1028.9,3,5.0222,8.8,9.3,17,6,0,2,19.3,0,0,6,18.5,13,1025.2,0,2.9,42,85
19428,0,1020.4,0,5.0164,20.3,8.9,50,17,0,6.8,25.2,0,4,17,23.1,11,1017.2,5,12.5,44,51
19429,0,1017.1,30,5.0186,17.8,3.5,54,30,1,6.6,24.5,26.2,7,26,22.2,7,1017.7,7,16.5,63,73
19430,0,1014.7,24,5.0227,21.3,11.3,24,4,0,6,32.3,0,1,9,30.8,13,1012.7,5,15.3,37,39
19431,0,1025.1,45,5.022,11.6,11.4,24,7,0,4.6,20.2,0,2,11,19.2,3,1022.2,2,6,52,85
19432,0,1025,37,5.0308,7.1,8.7,37,9,0,1.2,17.8,0,2,19,17.5,6,1021,1,0.2,42,84
19433,0,1002.5,29,5.0148,12.3,7.2,98,13,0,6.6,16.1,0,2,24,14.7,7,1003.6,2,10.2,43,45
19434,1,1004.4,38,5.0231,8.3,5.2,39,13,1,2.4,11.7,15.6,7,17,9.7,2,1001.1,8,7.4,62,90
19435,0,1019.6,12,5.01,23.8,11,63,26,0,5.4,28.4,0,0,39,23.2,13,1014.7,1,12.1,63,52
19436,0,1013.5,33,5.0278,9.6,4.5,41,11,1,3.2,18.1,3.2,8,17,13.9,12,1015.7,7,7.3,61,87
19437,0,1029.6,37,5.026,2.5,5.8,19,13,0,2,13.2,0,8,4,11.9,1,1028.6,8,-1.7,53,100
19438,1,1025.7,40,5.0129,18.8,0.1,28,11,1,6.8,21,4.2,8,13,19.7,9,1023.5,8,14.4,51,76
19439,0,1023.7,9,5.0092,18.2,5.5,35,6,0,4.2,26.5,0,5,13,25.2,5,1020.3,8,15.7,61,74
19440,0,1008.1,5,5.0063,27.4,6.5,31,13,0,4,33.5,0.2,7,19,32.7,13,1005.6,7,24.7,51,83
19441,0,1030.8,1,5.02,13.7,9.5,24,15,0,2,22.9,0,3,6,22.3,5,1028,1,6.7,48,73
19442,0,1017.1,9,5.0215,15.7,5.7,41,11,0,2.8,19.2,0,8,20,17.7,6,1016.4,2,10.8,65,85
19443,0,1015.8,3,5.0345,27.2,12.7,35,17,0,12,40.4,0,1,9,39.8,9,1012.9,0,20.1,46,45
19444,0,1019.9,23,5.0217,20.7,10.6,22,0,0,4,25,0,3,9,23.7,11,1015.9,2,13,58,79
19445,0,1011.4,6,5.0129,12.4,2.5,54,24,1,2.8,15.6,4.2,7,13,14.4,10,1013.2,4,11.5,55,91
19446,0,1013.6,10,5.0339,26.8,10.9,39,7,0,9.6,35.9,0,0,7,35.5,4,1010.1,2,22.5,46,75
19447,0,1027.2,45,5.0116,11.1,9.4,24,11,0,0.6,15.5,0.2,1,15,14.3,10,1024.8,0,5.1,38,73
19448,0,1018.1,9,5.0146,13.8,10,30,4,0,5.2,25.1,0,4,7,23.8,12,1016.1,4,8.7,39,79
19449,0,997.6,25,5.0103,16.7,11.6,72,41,1,9.2,21.7,4.8,2,41,21.3,10,1000.7,1,13.3,38,42
19450,0,1020.9,6,5.0159,12.6,7.9,52,13,0,5,17.9,0,5,17,17.3,3,1015.6,7,6.7,41,57
19451,0,1020,35,5.0134,15.5,6.8,22,6,0,3.6,19.2,0,6,11,17.7,11,1018.1,8,9.6,53,75
19452,0,1010.5,30,5.0204,20,11.2,46,9,0,7,28.2,0,1,17,27.4,8,1009.6,1,10.5,39,40
19453,1,1009.3,5,5.018,23.8,0.2,35,15,1,5.6,28.1,28,8,24,26.7,10,1005.7,8,23.6,57,96
19454,0,1012.7,25,5.0142,15.5,4.6,37,4,0,4.4,22.2,0,1,13,21.9,9,1009.8,7,13.8,46,83
19455,1,1016.2,6,5.011,7.7,0.1,20,9,0,1.4,11.5,0.2,7,11,11.4,5,1014.2,7,4.7,63,100
19456,0,1020.1,12,5.0066,23.3,10.6,22,7,0,8.2,27.2,0,3,15,26.3,7,1018,6,16.6,61,72
19457,1,1015.7,10,5.033,17.8,4.3,41,15,1,6.6,21.9,36,6,17,21.9,8,1014.6,7,15,59,91
19458,0,1008,24,5.0281,30.7,11.2,57,22,0,35.4,37.1,0,7,33,34.7,9,1007.9,7,22.6,46,11
19459,1,1008.2,41,5.0195,28,0.3,46,9,1,1,28.6,40.8,8,15,25.1,7,1005.8,7,24.4,45,85
19460,0,1029.8,32,5.0071,11.3,3.8,26,7,0,2.2,18.1,0,4,13,17.8,6,1026,7,7.2,50,77
19461,1,1017.1,25,5.0193,14.2,4.3,35,9,0,5,19.5,0.6,4,17,16.7,7,1012.6,7,13.7,65,84
19462,1,1016.3,11,5.02,19.2,0.5,26,9,0,3,22,0,8,17,19.1,11,1014.6,7,12.5,58,58
19463,0,1013,27,5.0204,16.8,7.3,54,31,0,10,25.7,0,7,26,23.1,10,1012.7,7,15.1,39,65
19464,0,1020.4,24,5.0192,12.2,8.3,26,6,0,0.6,18.6,0.2,4,6,17.5,6,1017.1,7,11.6,40,97
19465,0,1013.5,31,5.012,23.1,9.3,44,28,0,11,25.8,0,2,31,24,12,1014.2,6,18.2,59,71
19466,0,1027.6,48,5.0265,19.1,4.4,19,0,0,1.6,25.2,0,8,7,24.5,8,1023.4,7,16.1,59,98
19467,0,1014.9,22,5.0257,23.8,11,67,24,0,6.4,30.5,0,3,33,29.5,10,1008.6,1,14.1,40,27
19468,0,1017.3,30,5.0163,19.2,8.6,30,6,0,7.2,27.1,0,1,15,24.7,4,1013.1,7,14.9,55,75
19469,1,1017.7,17,5.03,14.9,4.4,41,9,0,4.6,17.9,0.6,7,13,14.9,0,1014.9,5,9.3,55,58
19470,0,1025.9,24,5.0166,12.5,11.8,28,9,0,4.4,18.3,0,1,15,17.5,8,1022.5,5,6.3,40,55
19471,0,1006,30,5.0288,15.3,9.2,52,7,1,9,28.7,4,2,20,27.9,6,1002.9,6,11.9,39,100
19472,1,1019.1,25,5.0291,12.8,0.6,30,6,1,1.4,16.2,24.2,7,9,15.8,8,1016,6,11.4,65,93
19473,0,1031.2,35,5.0226,11.1,1.1,19,0,1,1.4,15.2,9.2,8,11,14,10,1028.8,8,9.7,63,94
19474,1,1017.6,47,5.0268,8.7,6,52,19,0,1.6,15.8,0.6,3,28,15,8,1013.9,7,7.2,63,86
19475,0,1015.1,1,5.0166,9.2,10.5,69,22,1,1.6,13.2,4,1,26,13,7,1015.6,4,4.8,58,73
19476,0,1017.5,20,5.01,17.8,5.8,35,7,0,3.4,21.7,0,2,20,21.2,11,1016.3,7,14,45,67
19477,0,1034.7,1,5.0131,6.8,6,24,9,0,1,13.8,0,5,11,12.8,5,1032.9,5,0.9,65,84
19478,0,1018.5,24,5.0253,24.2,7.9,22,7,0,8,34.4,0,7,7,33,9,1015.7,6,17.7,50,38
19479,0,1019.5,6,5.0108,13.3,13.4,33,7,1,3.6,25.1,1.4,4,9,23,11,1016,2,8,40,67
19480,0,1016.8,10,5.0224,16.4,8.9,30,0,0,4.4,30.6,0,6,9,30,4,1014.6,7,12.8,37,100
19481,0,1023.2,1,5.0227,13.9,8.6,28,15,0,2.6,25.4,0,1,15,24.7,8,1020.7,1,10.8,41,68
19482,0,1018.1,31,5.0142,23.3,12.1,35,11,0,7.4,35.2,0,1,15,34.3,6,1014.6,1,16.3,41,78
19483,1,1004.8,25,5.0197,22.6,7.2,52,28,0,8,24.9,0,6,15,22.4,6,1003.7,2,20.7,61,72
19484,0,1011.2,21,5.0144,25.8,0.5,20,6,0,9,29,0,6,9,28,10,1009.5,8,23.2,60,66
19485,0,1021.1,48,5.0158,20.2,12.4,35,4,1,7.6,31.3,2.8,7,6,30.2,9,1017,3,17.6,37,89
19486,0,1001.9,9,5.0233,17,4,63,17,0,2.6,20.1,0,7,28,17.5,5,1004.3,7,14.4,39,93
19487,0,1015.9,28,5.0211,1.5,8.9,30,6,0,1,4.7,0,4,6,4,3,1010.9,1,-4.2,57,46
19488,0,1021.3,45,5.0252,26.3,12.3,35,15,0,11,35.7,0,0,19,33.6,5,1017.3,0,18.4,37,38
19489,0,1030.1,13,5.0314,19.6,11.1,37,15,0,8.2,29.2,0,6,20,28,8,1026.7,3,14.6,38,46
19490,0,1007.4,4,5.0254,32.1,9.8,56,15,0,13.2,37.7,0,7,28,37.3,3,1002.8,1,23.1,39,39
19491,1,1002.9,45,5.0291,14.9,2.7,52,15,1,2.6,22.1,8,8,30,20.3,10,1002.3,8,12.2,56,99
19492,0,1022.5,47,5.0126,10.3,10.3,28,11,0,2.8,18.4,0.6,6,9,18,11,1017.1,1,3.7,57,85
19493,0,1017.8,32,5.0198,14.8,11.1,28,0,0,17.8,24.1,0,2,19,22.6,10,1014.2,8,11.6,39,60
19494,0,1006.1,17,5.0161,13.2,5.5,70,31,0,3.4,14.2,0,2,9,12.8,3,1010.4,6,4.8,44,51
19495,1,1020.6,31,5.0249,17.8,6.4,39,24,0,0.2,22.6,0.2,7,22,21,7,1015.3,7,11.1,48,73
19496,0,1024.5,37,5.0221,15.4,9.2,28,9,0,4,24.7,0,4,7,22.2,12,1021.1,4,8.2,37,63
19497,1,1018.4,2,5.0057,16.2,0.7,44,6,1,1,18.6,2.6,8,19,13.8,9,1019,8,14,62,81
19498,0,1025.5,21,5.0133,14.5,6.5,28,7,0,2.8,21.6,0,7,11,19.8,3,1024,7,8.7,52,55
19499,0,1019.7,44,5.0161,22,13.4,35,24,0,19.6,33.9,0,0,13,33,12,1015.6,2,15.7,43,33
19500,0,1030.5,29,5.0174,14.3,3.1,44,20,0,3.8,16.8,0,4,19,15,7,1029.3,8,12.9,60,67
19501,1,1006.4,30,5.0129,23.6,7,67,11,0,8.4,30,0,7,20,29.6,8,1005.2,7,20,38,72
19502,0,1017.4,43,5.0373,18.2,9.5,37,11,1,6.6,29.8,2.8,5,17,28.6,5,1013.8,3,14,40,75
19503,0,1020.6,33,5.0125,6.2,2.3,13,7,0,3.6,15.8,0,8,7,14.6,0,1020.4,8,5,61,97
19504,0,1024.3,15,5.0158,9.2,7.2,33,17,0,2.7,19.8,0,7,20,19.2,9,1019.8,4,5.1,50,68
19505,0,1027.7,23,5.0374,13.9,10.4,35,6,0,4.8,19.2,0.8,7,7,17.7,3,1027.7,8,11.6,64,92
19506,1,1027.2,35,5.0133,8.7,4.7,33,15,1,0.6,11.2,11.4,8,15,9.3,11,1026.1,8,8,65,88
19507,0,1015.7,14,5.0305,15.1,4.4,63,46,1,1.8,20.5,15.2,8,19,19.2,5,1015.4,6,12.2,66,82
19508,0,1012.4,5,5.0109,29.1,11.3,37,13,1,5.4,34.5,3.2,3,24,33.2,7,1008.8,2,25.1,39,76
19509,1,1011.2,16,5.015,16.5,1.5,52,19,1,12.2,18.3,31,8,9,16.5,13,1011.9,8,15.8,58,93
19510,0,1016.8,48,5.0257,14.7,9.6,39,17,0,4.4,18.9,0,0,7,16.7,6,1015.5,1,8.1,40,43
19511,0,1015.3,32,5.0249,15.3,12.8,57,17,0,5.8,16.8,0,0,24,15.4,9,1017.2,0,10.9,45,56
19512,1,1010.6,11,5.0211,25,5.4,43,17,1,5.4,26,5.6,6,31,25.3,2,1008.5,4,22.2,64,86
19513,0,1016.5,45,5.0235,18.8,10.4,30,7,0,5.4,25.9,0,5,19,23,3,1014.3,4,10.9,65,99
19514,1,1014.3,8,5.0166,14.4,3.3,98,65,1,5.6,16.3,22.4,8,50,15.9,7,1016.2,7,10.1,56,77
19515,0,1018.2,21,5.0219,10.1,9.7,56,19,0,3.2,16.1,0,1,20,14.3,12,1015.8,1,6.9,48,57
19516,0,1010.6,42,5.0174,22.1,9.7,54,24,0,8,33,0.8,3,26,30.2,10,1007.5,1,13.8,58,66
19517,0,1015,45,5.0215,20.4,4,54,31,0,6.2,24.2,0,8,30,20.8,10,1015.9,7,17.1,60,59
19518,0,1016,41,5.0061,21,9.8,44,7,0,6.8,27.3,0,3,31,25.1,6,1012.9,6,14.4,58,77
19519,1,1019.9,35,5.0273,7.1,3.9,48,17,1,1.6,11.4,5.4,6,24,10.5,5,1014.8,8,5,63,77
19520,0,1022.9,28,5.021,17,11.1,33,13,0,8.8,26.1,0,3,9,24.6,11,1020.6,1,11.6,37,21
19521,0,1008.2,1,5.0239,21.2,8.3,59,11,0,6,34.2,0,7,43,23.9,10,1008.8,1,16.7,59,69
19522,1,1022.6,3,5.0163,12.2,4,28,9,1,1.2,20,2.6,8,9,16.5,10,1020.2,6,9.1,64,99
19523,0,1025.4,40,5.0161,22.7,10.4,28,4,0,14,31.7,0.2,2,11,30.7,13,1021.1,7,18.7,50,86
19524,0,1013.3,47,5.0231,21.8,12.5,31,7,0,8.6,36,0,4,13,34.9,9,1010.7,1,13,46,62
19525,0,1015.1,0,5.0176,28.1,11.1,26,6,0,5.2,30.3,0,0,15,29,8,1011.4,0,15.9,58,50
19526,0,1023.5,31,5.0145,13.6,9.9,44,26,0,5.4,20.4,0,4,26,19.6,11,1018.4,3,7,37,60
19527,0,1018,28,5.0161,8.7,11.1,31,17,0,2.8,20,0,1,13,18.7,2,1015.4,1,4.9,44,98
19528,1,1008.6,26,5.0161,14.5,0,28,0,0,0.4,16.8,0.2,7,11,15,4,1004.3,8,10.2,65,78
19529,0,1021.2,11,5.0076,17.9,10.1,63,30,0,6,20.8,0,1,44,19.4,1,1019.9,2,13.8,61,60
19530,0,1017.8,36,5.0299,19.1,12.3,37,7,0,7.6,36,0,1,26,34.2,7,1014,1,14.9,55,71
19531,1,1007.3,35,5.0187,8.8,5.5,80,44,1,3,12.4,4.8,7,41,10.1,11,1009.1,8,8.2,65,90
19532,0,1013.6,42,5.009,13.7,9.2,54,20,0,4.6,20.6,0,7,31,19.8,12,1012.6,2,4.5,45,48
19533,0,1009,16,5.0224,28,12,50,7,0,6.6,38.2,0,4,35,34.7,6,1006.5,6,19.3,41,63
19534,1,1011.8,35,5.016,8.9,0.2,43,9,1,1.2,14.6,1.2,8,11,12.5,7,1009.5,6,7.5,63,81
19535,0,1026.8,6,5.0251,13.5,7.6,20,2,0,2,25.1,0,2,4,24.3,12,1022.9,8,9.3,40,89
19536,1,1015.4,12,5.0233,25.2,3.4,33,9,0,5.4,27.9,0,7,13,26,0,1014.6,5,23,56,78
19537,1,1016,13,5.019,8.3,7.4,46,2,0,1.4,15.5,0,7,28,14,12,1016.4,3,0.2,54,78
19538,1,1024.1,25,5.0111,9.8,8.6,37,15,1,2.2,16.6,7.2,7,13,14.1,5,1023.4,2,8.3,59,76
19539,0,1028.9,17,5.0149,3.2,8.3,28,17,0,0.2,10.4,1,1,9,9.6,12,1028.1,1,0.9,54,76
19540,1,1022.5,18,5.0242,20.8,8.2,26,13,0,6.2,27.5,0,4,17,23.7,11,1016.1,6,9.3,46,57
19541,1,1017.2,12,5.0138,18.1,4.8,61,30,0,2.6,21.1,0,8,33,16.8,4,1018.9,1,12.8,49,52
19542,0,1016.1,43,5.0224,12.9,7.8,33,15,0,3.4,24.7,0,4,22,23,12,1011.2,2,4.3,43,54
19543,0,1010,39,5.0162,31,12.3,39,9,1,3.6,36,2,2,13,35,11,1007.2,2,25.1,64,78
19544,0,1023.7,10,5.0168,19.2,4.7,24,9,0,6,23.1,0.6,6,15,21.4,6,1023.8,4,17.3,58,84
19545,0,1024.8,28,5.022,5.1,8.7,31,11,0,18,12.4,0,6,9,10.2,4,1024.8,6,-2.3,40,35
19546,0,1028.4,11,5.0137,19.2,8.1,35,15,0,4.4,22.7,0,7,11,20.2,7,1025.2,4,14.7,65,67
19547,0,1010.6,4,5.0229,27,13.4,43,17,0,13.2,35.6,0,0,11,34.1,9,1007,0,13.8,47,8
19548,0,1016.6,23,5.015,21.5,6.1,26,0,0,8.8,21.2,0,7,11,20.1,5,1013.4,3,20,64,82
19549,0,1023.7,12,5.0214,21.6,12,52,11,1,4.6,25.3,2.4,2,33,22.5,7,1019.9,2,15.1,64,73
19550,0,1028.4,2,5.0142,13.1,6.6,43,9,0,5.6,19,0,7,17,18.5,11,1025.2,8,10.9,63,83
19551,0,1025.7,17,5.0208,10.4,2.2,24,15,0,3.2,17.3,0,8,13,16.5,7,1024.3,8,9.1,60,79
19552,0,1019.6,23,5.0152,13.8,11.6,33,2,0,6.8,24.8,0,1,7,24,12,1018.2,0,6.4,39,53
19553,0,1027.8,6,5.0162,10.6,10.2,31,4,0,2.8,17.1,0,3,9,16.3,8,1025.5,1,4.5,55,75
19554,0,1023,27,5.0137,13.3,8.7,30,6,0,7.2,19.8,0,5,9,18.4,12,1020.7,8,11.4,63,82
19555,0,1009.7,10,5.0219,11.5,9.4,41,6,0,1.8,18.8,0,1,13,16.8,1,1007.8,3,4.1,45,83
19556,0,1021.9,30,5.0198,9.3,10.4,20,0,0,3.2,22.2,0,1,13,21.8,11,1018.7,0,0.7,40,76
19557,1,1019.8,37,5.0079,22.7,5.3,48,28,0,11.4,31.2,0,7,13,27.3,10,1016.3,6,19.5,38,52
19558,0,1008.2,25,5.0178,23.5,6.7,39,17,0,5.6,27.6,0.4,7,15,27.2,3,1004.7,7,21.4,64,74
19559,1,1015.7,14,5.0201,19.4,0.6,41,11,0,5.4,26.6,0.2,7,11,25,7,1013.1,7,16.5,55,76
19560,1,1007.8,5,5.0022,28.9,4.5,35,7,1,6.4,31.6,2.2,7,17,30.9,11,1005.2,7,25.7,63,81
19561,0,1020.1,41,5.0169,22.1,10.6,35,9,0,7,26.4,0,1,28,24.2,2,1017.1,1,15.1,59,66
19562,0,999.5,4,5.026,25.1,12.4,35,15,1,0.8,33,2.6,5,15,31.4,9,998.6,6,20.1,42,64
19563,0,1028.4,48,5.0218,26.7,11.4,41,6,0,11,38.1,0.2,1,19,37.1,7,1024,7,23.3,40,65
19564,0,1017.8,22,5.0132,9.7,7.3,48,20,0,4,15.3,0,5,28,14.5,7,1013.4,7,6,58,60
19565,1,1020.3,41,5.0249,19.5,0,41,17,0,6.6,22.3,0.4,8,13,21,10,1017.5,7,16.7,62,88
19566,0,1011.4,34,5.0242,16.7,11.9,41,13,0,5.4,22.3,0,2,28,21.4,4,1009.7,6,12.3,52,73
19567,0,1014.4,8,5.0182,17.4,4.2,57,44,0,4.4,19.1,0,5,33,18.4,7,1015.2,8,16.4,57,61
19568,0,1022.1,23,5.0129,8.5,3,15,0,0,1.2,18.8,0,0,0,18,7,1018.8,8,7.2,58,100
19569,0,1016.6,13,5.0254,11.1,10.8,33,19,0,4,15.2,0,1,19,14.1,3,1014.4,4,2.2,55,76
19570,0,1022.9,30,5.0244,12.8,9.9,22,6,0,3.2,19.7,0,1,7,18.7,7,1018.2,1,2.9,46,67
19571,0,1012.4,40,5.0047,24.3,11.6,39,6,0,9.2,32.6,0.2,1,20,31.7,4,1009,8,21.6,45,77
19572,1,1017.8,17,5.021,11.7,1.3,39,0,0,3.4,20.6,0,7,11,20.1,9,1012.8,7,11.2,47,82
19573,1,1026.9,21,5.0131,17,6.6,44,4,1,3.2,21.6,15.2,5,11,20,12,1024.2,3,13.9,64,88
19574,0,1011.8,41,5.0144,28,10.7,31,15,0,10,30.3,0,1,19,28.9,12,1008.2,6,22.1,54,56
19575,1,1006.1,1,5.0219,14.7,5.1,44,7,1,3.4,21.8,10,3,20,20.3,8,1004.1,8,12.7,44,95
19576,0,1021.9,2,5.0291,13.6,0.8,26,11,1,1.4,18.5,1.2,7,7,17.4,7,1019.5,7,10.9,66,95
19577,0,1008.4,19,5.0122,22.9,7.3,35,24,0,10.6,32.3,0,8,13,30.6,6,1006.3,8,14.1,39,50
19578,0,1020.4,28,5.0319,7.5,8.4,50,15,0,4,9.7,0,5,15,5.5,3,1018.4,1,3,55,23
19579,1,1026.2,48,5.0227,8.7,0,9,2,0,2.4,14.9,0,8,4,14.4,6,1023.5,8,6.2,66,98
19580,0,1025.2,6,5.0202,8.4,6.2,39,7,0,1.4,15.6,1,7,17,14.3,6,1020.8,5,4.9,62,100
19581,0,1019.7,15,5.0306,26.2,8.7,35,6,0,12.6,39.2,0,5,11,38.1,11,1016,7,23.5,43,37
19582,1,1002.3,1,5.0346,20.8,3.5,61,22,1,4,27,2.4,5,30,26.4,9,1001.3,8,19,62,89
19583,0,1018.9,18,5.016,23.2,10.4,39,24,0,7.4,38.6,0,3,22,37.3,8,1015.6,1,16.1,37,53
19584,0,1020.4,10,5.0243,13.4,12.4,24,9,0,4.6,24.6,0,0,15,24,9,1018.3,1,5.7,45,85
19585,0,1017.7,21,5.0236,26.2,9.9,28,6,0,10.4,28.8,0,4,9,28.2,0,1013.2,1,18.2,53,53
19586,0,1014.7,33,5.0144,20.6,12.3,31,19,0,12,29,0,0,13,27.2,13,1013.3,2,17.6,37,48
19587,0,1019.7,36,5.0148,15.3,6.6,24,9,0,3.6,25.3,0,7,13,24.1,10,1016,6,11.2,50,89
19588,0,1013.2,4,5.0035,22.9,6.2,54,13,0,8,31.1,0,7,15,29.5,6,1009.1,7,16.2,37,45
19589,0,1025.5,35,5.0224,11.5,1.6,44,22,0,2,14.5,0.2,8,20,13.3,12,1025.6,8,9.9,56,74
19590,1,1010,5,5.0226,30.5,9.8,56,22,0,5.8,34.7,0,5,24,34.4,11,1006.3,5,28.1,62,75
19591,0,1019.2,4,5.019,18.8,7.3,44,24,0,3.2,26.5,1,6,24,23.6,4,1015.4,7,17.1,56,80
19592,0,1012.2,48,5.0198,7.8,6.5,15,2,0,4.4,16.5,0.2,7,6,15,2,1009.5,8,5.2,66,93
19593,1,1002.6,24,5.0135,21.6,0.1,44,13,1,8,28.6,68,6,20,26.3,9,1003,8,21.4,62,97
19594,0,1007.9,48,5.0141,21.1,4.7,17,6,1,3,25.5,2.4,6,7,24.9,4,1007.7,8,20,62,95
19595,0,1023.9,28,5.0086,6.5,0.3,72,11,0,0.4,12.9,0.4,7,11,10.8,13,1021.4,8,3.1,64,97
19596,0,1025.7,32,5.0189,18.3,8.4,22,0,0,7,23.5,0,2,11,23,3,1022.8,3,9.6,47,55
19597,0,1009.1,21,5.0219,27.2,11.8,22,7,1,8.6,32.5,3.6,2,9,29.8,7,1004.6,6,21.2,57,61
19598,0,1027.2,19,5.0151,4.4,6.6,31,6,0,0.6,11.2,0,8,22,9.4,11,1026,1,-0.9,64,100
19599,1,1018.7,8,5.0112,16.1,8.4,37,24,0,2.6,17.9,0,3,28,17.6,6,1016.6,2,12.8,66,85
19600,1,1007.5,18,5.0129,11.5,8.3,65,22,1,1.4,17.5,2.6,4,31,15.8,0,1005.5,4,8.6,45,71
19601,1,1022.1,10,5.0153,13.6,0,41,19,1,3.8,15.3,8.8,7,17,13.5,10,1020.9,7,10.7,65,86
19602,0,1019,18,5.0143,10.4,10.8,30,9,0,2,18.7,0.6,1,15,18.1,6,1015.4,0,1.4,47,91
19603,0,1019.3,10,5.019,20.2,11.5,28,4,0,10,30.5,0,0,11,29.5,3,1012.2,1,12,40,66
19604,0,1007.6,8,5.0135,12.4,0.6,24,11,0,2.8,18.4,0,8,7,16.2,7,1004.7,7,10.8,63,74
19605,1,1017.8,10,5.0252,22.1,3.4,65,2,0,4.8,29.6,0,8,9,29.4,11,1013.4,7,17.5,51,79
19606,0,1020.3,11,5.0108,21.1,10.5,48,19,0,9,26,0,1,30,24,10,1017.2,3,16.4,57,58
19607,1,1009.1,24,5.0204,20.2,8.3,52,22,1,2,22.7,32.6,8,22,20.3,11,1007.1,8,19.5,47,93
19608,0,1023.7,1,5.0219,3.1,1.9,20,9,0,1.7,12.4,0,8,13,11,8,1019.9,7,-2.2,59,96
19609,0,1029.6,42,5.0195,1.4,11.1,19,6,0,1.4,12.5,0,5,11,11.7,12,1026.4,1,-5.3,45,87
19610,0,1023.3,31,5.0258,18.7,2,39,26,0,3.4,20.9,0,7,28,19.6,7,1021.7,7,14.7,54,59
19611,1,1027,31,5.0191,17.4,3.3,31,0,1,1,22.6,5.6,4,24,22.5,10,1025.7,7,14.6,54,94
19612,1,1021.6,47,5.0335,9.1,3.6,44,2,1,1.2,14.2,5.6,8,26,12.3,5,1022.1,7,3.6,66,99
19613,0,1021.2,10,5.0083,19.5,10.4,44,7,0,8,30.6,0,3,9,29,11,1017.1,3,17.3,46,82
